#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2015-10-29T19:34:02 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5632742d860e	
#INFO	-out.max=unlimited	
#INFO	queryParameters=11	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/ApJ/733/127&tab:{J/ApJ/733/127/table2}&key:source=J/ApJ/733/127&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-source=J/ApJ/733/127/table2
#-order=I
#-out=BJD
#-out=RFlux
#-out=e_RFlux
#

#RESOURCE=yCat_17330127
#Name: J/ApJ/733/127
#Title: Four transits of WASP-4b (Sanchis-Ojeda+, 2011)
#Table	J_ApJ_733_127_table2:
#Name: J/ApJ/733/127/table2
#Title: Photometry of WASP-4 \vizContent{timeSerie}(\wGraph{J/ApJ/733/127/./table2}{P=1.338231}{Transit Curve})
#Column	BJD	(F14.6)	Barycentric Julian Date (1)	[ucd=time.epoch]
#Column	RFlux	(F8.5)	Relative flux	[ucd=phot.flux;arith.ratio]
#Column	e_RFlux	(F8.5)	Uncertainty in RFlux	[ucd=stat.error]
BJD;RFlux;e_RFlux
2455049.891432; 1.00079; 0.00045
2455049.892080; 1.00040; 0.00045
2455049.892729; 0.99894; 0.00045
2455049.893377; 0.99998; 0.00045
2455049.894025; 1.00039; 0.00045
2455049.894676; 0.99932; 0.00045
2455049.895321; 0.99975; 0.00045
2455049.895970; 0.99900; 0.00045
2455049.896618; 1.00011; 0.00045
2455049.897266; 1.00006; 0.00045
2455049.897914; 0.99941; 0.00045
2455049.898561; 1.00005; 0.00045
2455049.899210; 0.99997; 0.00045
2455049.899859; 0.99955; 0.00045
2455049.900508; 1.00010; 0.00045
2455049.901155; 0.99988; 0.00045
2455049.901803; 0.99975; 0.00045
2455049.902451; 0.99984; 0.00045
2455049.903099; 0.99988; 0.00045
2455049.903748; 1.00021; 0.00045
2455049.904396; 0.99928; 0.00045
2455049.905043; 0.99971; 0.00045
2455049.905691; 1.00041; 0.00045
2455049.906340; 0.99992; 0.00045
2455049.906988; 1.00002; 0.00045
2455049.907636; 0.99985; 0.00045
2455049.908285; 1.00041; 0.00045
2455049.908933; 1.00008; 0.00045
2455049.909581; 1.00080; 0.00045
2455049.910228; 1.00005; 0.00045
2455049.910877; 1.00010; 0.00045
2455049.911525; 1.00032; 0.00045
2455049.912174; 1.00037; 0.00045
2455049.912821; 1.00017; 0.00045
2455049.913469; 1.00031; 0.00045
2455049.914117; 1.00023; 0.00045
2455049.914766; 0.99990; 0.00045
2455049.915414; 1.00095; 0.00045
2455049.916062; 1.00009; 0.00045
2455049.916711; 1.00014; 0.00045
2455049.917360; 1.00051; 0.00045
2455049.918007; 1.00018; 0.00045
2455049.918656; 1.00094; 0.00045
2455049.919304; 0.99962; 0.00045
2455049.919951; 1.00060; 0.00045
2455053.660171; 1.00024; 0.00049
2455053.660819; 1.00069; 0.00049
2455053.661467; 0.99930; 0.00049
2455053.662115; 0.99899; 0.00049
2455053.662763; 0.99995; 0.00049
2455053.663412; 1.00025; 0.00049
2455053.664065; 0.99974; 0.00049
2455053.664708; 0.99865; 0.00049
2455053.665356; 1.00000; 0.00049
2455053.666004; 0.99937; 0.00049
2455053.666653; 0.99957; 0.00049
2455053.667300; 0.99915; 0.00049
2455053.667949; 1.00012; 0.00049
2455053.668597; 1.00014; 0.00049
2455053.669245; 1.00074; 0.00049
2455053.669893; 1.00019; 0.00049
2455053.670541; 0.99885; 0.00049
2455053.671189; 1.00094; 0.00049
2455053.671838; 1.00083; 0.00049
2455053.672486; 1.00044; 0.00049
2455053.673134; 0.99946; 0.00049
2455053.673782; 0.99991; 0.00049
2455053.674430; 0.99948; 0.00049
2455053.675078; 1.00022; 0.00049
2455053.675727; 1.00061; 0.00049
2455053.676375; 1.00043; 0.00049
2455053.677023; 0.99989; 0.00049
2455053.677672; 0.99923; 0.00049
2455053.678319; 1.00080; 0.00049
2455053.678967; 1.00046; 0.00049
2455053.679615; 0.99885; 0.00049
2455053.680264; 1.00058; 0.00049
2455053.680912; 1.00000; 0.00049
2455053.681560; 1.00063; 0.00049
2455053.682208; 1.00114; 0.00049
2455053.682856; 1.00042; 0.00049
2455053.683504; 1.00078; 0.00049
2455053.684153; 0.99956; 0.00049
2455053.684801; 0.99967; 0.00049
2455053.715264; 1.00075; 0.00049
2455053.715913; 0.99969; 0.00049
2455053.716561; 1.00018; 0.00049
2455053.717209; 1.00059; 0.00049
2455053.717857; 0.99920; 0.00049
2455053.718505; 1.00003; 0.00049
2455053.719154; 1.00059; 0.00049
2455053.719802; 1.00080; 0.00049
2455053.720450; 1.00049; 0.00049
2455053.721098; 1.00026; 0.00049
2455053.721746; 0.99954; 0.00049
2455053.722394; 1.00085; 0.00049
2455053.723042; 0.99976; 0.00049
2455053.723691; 0.99948; 0.00049
2455053.724339; 0.99983; 0.00049
2455053.724987; 0.99879; 0.00049
2455053.725636; 0.99751; 0.00049
2455053.726283; 0.99615; 0.00049
2455053.726931; 0.99574; 0.00049
2455053.727580; 0.99315; 0.00049
2455053.728228; 0.99140; 0.00049
2455053.728876; 0.99069; 0.00049
2455053.729524; 0.98987; 0.00049
2455053.730173; 0.98828; 0.00049
2455053.730820; 0.98650; 0.00049
2455053.731469; 0.98385; 0.00049
2455053.732117; 0.98344; 0.00049
2455053.732765; 0.98240; 0.00049
2455053.733413; 0.98056; 0.00049
2455053.734061; 0.97983; 0.00049
2455053.734709; 0.97893; 0.00049
2455053.735358; 0.97726; 0.00049
2455053.736006; 0.97693; 0.00049
2455053.736655; 0.97748; 0.00049
2455053.737302; 0.97650; 0.00049
2455053.737950; 0.97700; 0.00049
2455053.738598; 0.97889; 0.00049
2455053.739247; 0.97499; 0.00049
2455053.739895; 0.97523; 0.00049
2455053.740543; 0.97587; 0.00049
2455053.741191; 0.97498; 0.00049
2455053.741839; 0.97527; 0.00049
2455053.742487; 0.97587; 0.00049
2455053.743136; 0.97528; 0.00049
2455053.743784; 0.97544; 0.00049
2455053.744432; 0.97450; 0.00049
2455053.745080; 0.97368; 0.00049
2455053.745728; 0.97490; 0.00049
2455053.746376; 0.97404; 0.00049
2455053.747025; 0.97405; 0.00049
2455053.747673; 0.97368; 0.00049
2455053.748321; 0.97435; 0.00049
2455053.748969; 0.97345; 0.00049
2455053.749622; 0.97384; 0.00049
2455053.750265; 0.97371; 0.00049
2455053.750913; 0.97387; 0.00049
2455053.751562; 0.97380; 0.00049
2455053.752210; 0.97369; 0.00049
2455053.752858; 0.97360; 0.00049
2455053.753511; 0.97376; 0.00049
2455053.754154; 0.97383; 0.00049
2455053.754802; 0.97346; 0.00049
2455053.755451; 0.97333; 0.00049
2455053.756099; 0.97352; 0.00049
2455053.756747; 0.97352; 0.00049
2455053.757395; 0.97320; 0.00049
2455053.758043; 0.97360; 0.00049
2455053.758692; 0.97334; 0.00049
2455053.759340; 0.97379; 0.00049
2455053.759988; 0.97338; 0.00049
2455053.760636; 0.97394; 0.00049
2455053.761285; 0.97304; 0.00049
2455053.761932; 0.97347; 0.00049
2455053.762581; 0.97373; 0.00049
2455053.763229; 0.97398; 0.00049
2455053.763877; 0.97457; 0.00049
2455053.764525; 0.97448; 0.00049
2455053.765173; 0.97312; 0.00049
2455053.765821; 0.97445; 0.00049
2455053.766474; 0.97464; 0.00049
2455053.767118; 0.97403; 0.00049
2455053.767766; 0.97492; 0.00049
2455053.768414; 0.97416; 0.00049
2455053.769062; 0.97423; 0.00049
2455053.769710; 0.97323; 0.00049
2455053.770363; 0.97274; 0.00049
2455053.771007; 0.97349; 0.00049
2455053.771655; 0.97298; 0.00049
2455053.772303; 0.97211; 0.00049
2455053.772951; 0.97221; 0.00049
2455053.773599; 0.97287; 0.00049
2455053.774247; 0.97299; 0.00049
2455053.774896; 0.97315; 0.00049
2455053.775544; 0.97277; 0.00049
2455053.776192; 0.97383; 0.00049
2455053.776840; 0.97368; 0.00049
2455053.777488; 0.97271; 0.00049
2455053.778136; 0.97356; 0.00049
2455053.778785; 0.97269; 0.00049
2455053.779433; 0.97396; 0.00049
2455053.780141; 0.97500; 0.00049
2455053.780787; 0.97391; 0.00049
2455053.781435; 0.97298; 0.00049
2455053.782083; 0.97267; 0.00049
2455053.782733; 0.97339; 0.00049
2455053.783379; 0.97350; 0.00049
2455053.784033; 0.97365; 0.00049
2455053.784676; 0.97376; 0.00049
2455053.785329; 0.97311; 0.00049
2455053.785972; 0.97402; 0.00049
2455053.786625; 0.97466; 0.00049
2455053.787268; 0.97291; 0.00049
2455053.787917; 0.97398; 0.00049
2455053.788565; 0.97432; 0.00049
2455053.789213; 0.97435; 0.00049
2455053.789861; 0.97413; 0.00049
2455053.790509; 0.97519; 0.00049
2455053.791158; 0.97470; 0.00049
2455053.791806; 0.97521; 0.00049
2455053.792454; 0.97464; 0.00049
2455053.793102; 0.97568; 0.00049
2455053.793750; 0.97551; 0.00049
2455053.794399; 0.97640; 0.00049
2455053.795047; 0.97547; 0.00049
2455053.795695; 0.97601; 0.00049
2455053.796343; 0.97500; 0.00049
2455053.796991; 0.97577; 0.00049
2455053.797639; 0.97730; 0.00049
2455053.798287; 0.97737; 0.00049
2455053.798936; 0.97745; 0.00049
2455053.799584; 0.97706; 0.00049
2455053.800232; 0.97749; 0.00049
2455053.800880; 0.97885; 0.00049
2455053.801528; 0.97973; 0.00049
2455053.802307; 0.98153; 0.00049
2455053.803059; 0.98290; 0.00049
2455053.804048; 0.98479; 0.00049
2455053.805031; 0.98684; 0.00049
2455053.805836; 0.98831; 0.00049
2455053.806826; 0.99123; 0.00049
2455053.807809; 0.99292; 0.00049
2455053.808793; 0.99556; 0.00049
2455053.809777; 0.99556; 0.00049
2455053.810761; 0.99853; 0.00049
2455053.811745; 0.99952; 0.00049
2455053.812729; 0.99965; 0.00049
2455053.813580; 1.00043; 0.00049
2455053.814226; 0.99976; 0.00049
2455053.814874; 1.00000; 0.00049
2455053.815522; 1.00034; 0.00049
2455053.816170; 0.99994; 0.00049
2455053.816818; 0.99951; 0.00049
2455053.817467; 1.00001; 0.00049
2455053.818115; 0.99942; 0.00049
2455053.818763; 0.99978; 0.00049
2455053.819412; 1.00048; 0.00049
2455053.820059; 1.00025; 0.00049
2455053.820707; 1.00040; 0.00049
2455053.821355; 0.99966; 0.00049
2455053.822004; 0.99982; 0.00049
2455053.822652; 0.99984; 0.00049
2455053.823300; 1.00037; 0.00049
2455053.823948; 1.00010; 0.00049
2455053.824596; 0.99952; 0.00049
2455053.825245; 0.99949; 0.00049
2455053.825893; 1.00013; 0.00049
2455053.826541; 1.00044; 0.00049
2455053.827189; 0.99990; 0.00049
2455053.827837; 1.00006; 0.00049
2455053.828485; 1.00005; 0.00049
2455053.829133; 1.00040; 0.00049
2455053.829781; 1.00034; 0.00049
2455053.830429; 1.00015; 0.00049
2455053.831078; 1.00063; 0.00049
2455053.831726; 1.00007; 0.00049
2455053.832374; 0.99936; 0.00049
2455053.833022; 1.00030; 0.00049
2455053.833671; 0.99941; 0.00049
2455053.834318; 1.00137; 0.00049
2455053.834967; 0.99919; 0.00049
2455053.835615; 0.99989; 0.00049
2455053.836268; 0.99969; 0.00049
2455053.836911; 0.99990; 0.00049
2455053.837559; 0.99924; 0.00049
2455053.838207; 0.99986; 0.00049
2455053.838855; 1.00044; 0.00049
2455053.839503; 0.99940; 0.00049
2455053.840152; 1.00025; 0.00049
2455053.840800; 1.00018; 0.00049
2455053.841448; 0.99999; 0.00049
2455053.842096; 0.99996; 0.00049
2455053.842745; 0.99950; 0.00049
2455053.843393; 1.00026; 0.00049
2455053.844041; 1.00040; 0.00049
2455053.844689; 0.99927; 0.00049
2455053.845337; 0.99990; 0.00049
2455053.845985; 0.99963; 0.00049
2455053.846633; 1.00032; 0.00049
2455053.847282; 1.00110; 0.00049
2455053.847930; 0.99952; 0.00049
2455053.848578; 1.00013; 0.00049
2455053.849226; 0.99977; 0.00049
2455053.849874; 0.99986; 0.00049
2455053.850522; 0.99994; 0.00049
2455053.851171; 0.99977; 0.00049
2455053.851819; 1.00001; 0.00049
2455053.852467; 0.99999; 0.00049
2455053.853115; 1.00029; 0.00049
2455053.853763; 0.99977; 0.00049
2455053.854412; 0.99978; 0.00049
2455053.855060; 0.99947; 0.00049
2455053.855708; 0.99999; 0.00049
2455053.856356; 1.00090; 0.00049
2455053.857004; 1.00015; 0.00049
2455053.857652; 0.99962; 0.00049
2455053.858300; 0.99961; 0.00049
2455053.858949; 0.99930; 0.00049
2455053.859597; 1.00031; 0.00049
2455053.860245; 1.00060; 0.00049
2455053.860893; 1.00020; 0.00049
2455053.861546; 0.99958; 0.00049
2455053.862189; 1.00009; 0.00049
2455053.862837; 1.00038; 0.00049
2455053.863485; 1.00078; 0.00049
2455053.864134; 1.00025; 0.00049
2455053.864782; 1.00024; 0.00049
2455053.865430; 1.00074; 0.00049
2455053.866079; 1.00013; 0.00049
2455053.866732; 1.00058; 0.00049
2455053.867375; 1.00002; 0.00049
2455053.868023; 1.00065; 0.00049
2455053.868671; 1.00037; 0.00049
2455053.869319; 1.00036; 0.00049
2455053.869967; 0.99897; 0.00049
2455053.870616; 1.00035; 0.00049
2455053.871264; 1.00048; 0.00049
2455053.871912; 1.00007; 0.00049
2455053.872560; 0.99962; 0.00049
2455053.873208; 1.00016; 0.00049
2455053.873856; 0.99947; 0.00049
2455053.874504; 0.99979; 0.00049
2455053.875153; 1.00001; 0.00049
2455053.875801; 1.00009; 0.00049
2455053.876449; 0.99981; 0.00049
2455053.877097; 0.99953; 0.00049
2455053.877745; 0.99944; 0.00049
2455053.878400; 1.00011; 0.00049
2455053.879041; 0.99987; 0.00049
2455053.879690; 0.99944; 0.00049
2455053.880338; 0.99954; 0.00049
2455053.880986; 0.99972; 0.00049
2455053.881634; 0.99964; 0.00049
2455053.882282; 0.99950; 0.00049
2455053.882931; 0.99974; 0.00049
2455053.883579; 0.99922; 0.00049
2455053.884227; 0.99968; 0.00049
2455053.884875; 0.99961; 0.00049
2455053.885523; 1.00006; 0.00049
2455053.886171; 1.00007; 0.00049
2455053.886819; 1.00001; 0.00049
2455053.887468; 0.99954; 0.00049
2455053.888116; 0.99994; 0.00049
2455053.888764; 1.00000; 0.00049
2455053.889412; 0.99996; 0.00049
2455053.890060; 0.99964; 0.00049
2455053.890708; 1.00018; 0.00049
2455053.891357; 1.00007; 0.00049
2455053.892005; 0.99931; 0.00049
2455053.892653; 1.00045; 0.00049
2455053.893301; 0.99993; 0.00049
2455053.893949; 0.99981; 0.00049
2455053.894597; 0.99963; 0.00049
2455053.895246; 1.00045; 0.00049
2455053.895894; 0.99990; 0.00049
2455053.896542; 1.00058; 0.00049
2455053.897190; 0.99963; 0.00049
2455053.897838; 0.99950; 0.00049
2455053.898486; 0.99998; 0.00049
2455053.899135; 0.99997; 0.00049
2455053.899783; 0.99979; 0.00049
2455053.900431; 0.99952; 0.00049
2455053.901079; 1.00026; 0.00049
2455053.901727; 0.99927; 0.00049
2455053.902376; 1.00013; 0.00049
2455053.903024; 0.99879; 0.00049
2455053.903672; 1.00064; 0.00049
2455053.904320; 0.99928; 0.00049
2455053.904968; 0.99907; 0.00049
2455053.905616; 0.99997; 0.00049
2455053.906264; 1.00103; 0.00049
2455053.906913; 1.00086; 0.00049
2455053.907561; 0.99981; 0.00049
2455053.908209; 0.99985; 0.00049
2455053.908857; 1.00014; 0.00049
2455053.909505; 1.00059; 0.00049
2455053.910153; 1.00073; 0.00049
2455053.910802; 1.00012; 0.00049
2455053.911450; 0.99958; 0.00049
2455053.912098; 1.00030; 0.00049
2455053.912746; 0.99958; 0.00049
2455053.913394; 1.00017; 0.00049
2455053.914042; 1.00056; 0.00049
2455053.914691; 0.99984; 0.00049
2455053.915339; 0.99993; 0.00049
2455053.915987; 1.00031; 0.00049
2455053.916635; 1.00044; 0.00049
2455053.917283; 1.00040; 0.00049
2455053.917931; 0.99998; 0.00049
2455053.918580; 0.99989; 0.00049
2455053.919228; 0.99983; 0.00049
2455053.919876; 0.99975; 0.00049
2455053.920524; 0.99944; 0.00049
2455053.921172; 0.99933; 0.00049
2455053.921820; 1.00014; 0.00049
2455053.922469; 1.00013; 0.00049
2455053.923117; 1.00111; 0.00049
2455053.923765; 0.99991; 0.00049
2455053.924413; 1.00007; 0.00049
2455053.925061; 1.00109; 0.00049
2455053.925710; 1.00007; 0.00049
2455053.926357; 1.00021; 0.00049
2455053.927006; 0.99956; 0.00049
2455053.927654; 0.99986; 0.00049
2455053.928302; 1.00006; 0.00049
2455053.928950; 0.99975; 0.00049
2455053.929598; 1.00032; 0.00049
2455100.520669; 1.00033; 0.00059
2455100.521144; 0.99903; 0.00059
2455100.521619; 0.99932; 0.00059
2455100.522093; 0.99887; 0.00059
2455100.522568; 0.99988; 0.00059
2455100.523043; 1.00023; 0.00059
2455100.523517; 1.00016; 0.00059
2455100.523992; 0.99994; 0.00059
2455100.524466; 1.00026; 0.00059
2455100.524940; 1.00015; 0.00059
2455100.525415; 0.99993; 0.00059
2455100.525890; 1.00051; 0.00059
2455100.526364; 1.00013; 0.00059
2455100.526839; 1.00004; 0.00059
2455100.527313; 0.99969; 0.00059
2455100.527788; 0.99994; 0.00059
2455100.528262; 0.99995; 0.00059
2455100.528737; 1.00162; 0.00059
2455100.529211; 0.99979; 0.00059
2455100.529686; 0.99927; 0.00059
2455100.530161; 1.00015; 0.00059
2455100.530635; 1.00009; 0.00059
2455100.531109; 1.00027; 0.00059
2455100.531584; 1.00080; 0.00059
2455100.532058; 0.99993; 0.00059
2455100.532533; 1.00035; 0.00059
2455100.533007; 0.99915; 0.00059
2455100.533482; 1.00010; 0.00059
2455100.533956; 1.00063; 0.00059
2455100.534431; 1.00110; 0.00059
2455100.534905; 0.99792; 0.00059
2455100.535380; 0.99989; 0.00059
2455100.535855; 1.00030; 0.00059
2455100.536329; 1.00065; 0.00059
2455100.536804; 0.99933; 0.00059
2455100.537278; 1.00071; 0.00059
2455100.537753; 0.99988; 0.00059
2455100.538227; 1.00080; 0.00059
2455100.538702; 0.99939; 0.00059
2455100.539178; 0.99947; 0.00059
2455100.539652; 1.00030; 0.00059
2455100.540126; 0.99947; 0.00059
2455100.540600; 1.00061; 0.00059
2455100.541074; 0.99919; 0.00059
2455100.541549; 0.99918; 0.00059
2455100.542023; 1.00136; 0.00059
2455100.542498; 0.99953; 0.00059
2455100.542973; 0.99983; 0.00059
2455100.543447; 1.00050; 0.00059
2455100.543921; 0.99928; 0.00059
2455100.544441; 1.00077; 0.00059
2455100.544917; 0.99982; 0.00059
2455100.545391; 0.99967; 0.00059
2455100.545866; 0.99919; 0.00059
2455100.546340; 0.99898; 0.00059
2455100.546815; 1.00043; 0.00059
2455100.547289; 0.99996; 0.00059
2455100.547764; 1.00029; 0.00059
2455100.548238; 0.99977; 0.00059
2455100.548714; 1.00058; 0.00059
2455100.549188; 0.99865; 0.00059
2455100.549662; 0.99967; 0.00059
2455100.550136; 0.99975; 0.00059
2455100.550611; 0.99913; 0.00059
2455100.551086; 1.00038; 0.00059
2455100.551560; 0.99988; 0.00059
2455100.552035; 1.00044; 0.00059
2455100.552509; 1.00014; 0.00059
2455100.552984; 1.00012; 0.00059
2455100.553458; 1.00098; 0.00059
2455100.553933; 1.00036; 0.00059
2455100.554407; 0.99931; 0.00059
2455100.554882; 1.00003; 0.00059
2455100.555356; 1.00049; 0.00059
2455100.555831; 1.00106; 0.00059
2455100.556305; 1.00088; 0.00059
2455100.556780; 0.99983; 0.00059
2455100.557254; 1.00025; 0.00059
2455100.557729; 1.00033; 0.00059
2455100.558204; 1.00020; 0.00059
2455100.558678; 0.99947; 0.00059
2455100.559152; 1.00075; 0.00059
2455100.559627; 0.99900; 0.00059
2455100.560101; 1.00133; 0.00059
2455100.560576; 0.99939; 0.00059
2455100.561051; 0.99946; 0.00059
2455100.561525; 0.99846; 0.00059
2455100.562000; 1.00047; 0.00059
2455100.562474; 0.99919; 0.00059
2455100.562949; 0.99905; 0.00059
2455100.563423; 0.99737; 0.00059
2455100.563898; 0.99685; 0.00059
2455100.564372; 0.99481; 0.00059
2455100.564847; 0.99572; 0.00059
2455100.565321; 0.99452; 0.00059
2455100.565796; 0.99215; 0.00059
2455100.566270; 0.99258; 0.00059
2455100.566745; 0.99151; 0.00059
2455100.567219; 0.99006; 0.00059
2455100.567694; 0.98950; 0.00059
2455100.568295; 0.98732; 0.00059
2455100.568770; 0.98714; 0.00059
2455100.569244; 0.98533; 0.00059
2455100.569719; 0.98494; 0.00059
2455100.570194; 0.98392; 0.00059
2455100.570668; 0.98291; 0.00059
2455100.571143; 0.98219; 0.00059
2455100.571617; 0.98156; 0.00059
2455100.572092; 0.97963; 0.00059
2455100.572566; 0.97910; 0.00059
2455100.573041; 0.97863; 0.00059
2455100.573515; 0.97828; 0.00059
2455100.573990; 0.97769; 0.00059
2455100.574464; 0.97809; 0.00059
2455100.574939; 0.97708; 0.00059
2455100.575413; 0.97686; 0.00059
2455100.575888; 0.97732; 0.00059
2455100.576362; 0.97721; 0.00059
2455100.576837; 0.97643; 0.00059
2455100.577311; 0.97643; 0.00059
2455100.577788; 0.97597; 0.00059
2455100.578260; 0.97755; 0.00059
2455100.578735; 0.97600; 0.00059
2455100.579209; 0.97566; 0.00059
2455100.579684; 0.97521; 0.00059
2455100.580160; 0.97476; 0.00059
2455100.580633; 0.97493; 0.00059
2455100.581108; 0.97570; 0.00059
2455100.581582; 0.97582; 0.00059
2455100.582057; 0.97518; 0.00059
2455100.582531; 0.97520; 0.00059
2455100.583006; 0.97514; 0.00059
2455100.583480; 0.97551; 0.00059
2455100.583955; 0.97507; 0.00059
2455100.584429; 0.97353; 0.00059
2455100.584904; 0.97384; 0.00059
2455100.585378; 0.97287; 0.00059
2455100.585853; 0.97462; 0.00059
2455100.586327; 0.97433; 0.00059
2455100.586802; 0.97317; 0.00059
2455100.587276; 0.97421; 0.00059
2455100.587751; 0.97259; 0.00059
2455100.588225; 0.97363; 0.00059
2455100.588700; 0.97374; 0.00059
2455100.589174; 0.97417; 0.00059
2455100.589649; 0.97324; 0.00059
2455100.590123; 0.97309; 0.00059
2455100.590598; 0.97329; 0.00059
2455100.591073; 0.97277; 0.00059
2455100.591547; 0.97196; 0.00059
2455100.592021; 0.97333; 0.00059
2455100.592496; 0.97290; 0.00059
2455100.592970; 0.97331; 0.00059
2455100.593445; 0.97279; 0.00059
2455100.593919; 0.97298; 0.00059
2455100.594394; 0.97224; 0.00059
2455100.594869; 0.97308; 0.00059
2455100.595343; 0.97348; 0.00059
2455100.595818; 0.97360; 0.00059
2455100.596292; 0.97309; 0.00059
2455100.596767; 0.97280; 0.00059
2455100.597241; 0.97339; 0.00059
2455100.597716; 0.97239; 0.00059
2455100.598190; 0.97326; 0.00059
2455100.598665; 0.97283; 0.00059
2455100.599139; 0.97398; 0.00059
2455100.599614; 0.97242; 0.00059
2455100.600088; 0.97392; 0.00059
2455100.600563; 0.97178; 0.00059
2455100.601038; 0.97302; 0.00059
2455100.601512; 0.97335; 0.00059
2455100.601986; 0.97263; 0.00059
2455100.602463; 0.97318; 0.00059
2455100.602938; 0.97302; 0.00059
2455100.603410; 0.97257; 0.00059
2455100.603885; 0.97269; 0.00059
2455100.604359; 0.97323; 0.00059
2455100.604834; 0.97260; 0.00059
2455100.605308; 0.97190; 0.00059
2455100.605783; 0.97338; 0.00059
2455100.606257; 0.97285; 0.00059
2455100.606732; 0.97289; 0.00059
2455100.607206; 0.97263; 0.00059
2455100.607681; 0.97228; 0.00059
2455100.608156; 0.97210; 0.00059
2455100.608630; 0.97260; 0.00059
2455100.609104; 0.97330; 0.00059
2455100.609579; 0.97271; 0.00059
2455100.610053; 0.97220; 0.00059
2455100.610528; 0.97223; 0.00059
2455100.611002; 0.97266; 0.00059
2455100.611477; 0.97261; 0.00059
2455100.611951; 0.97263; 0.00059
2455100.612426; 0.97279; 0.00059
2455100.612901; 0.97214; 0.00059
2455100.613375; 0.97339; 0.00059
2455100.613849; 0.97228; 0.00059
2455100.614324; 0.97361; 0.00059
2455100.614798; 0.97253; 0.00059
2455100.615273; 0.97392; 0.00059
2455100.615797; 0.97117; 0.00059
2455100.616268; 0.97252; 0.00059
2455100.616743; 0.97318; 0.00059
2455100.617217; 0.97242; 0.00059
2455100.617692; 0.97321; 0.00059
2455100.618166; 0.97324; 0.00059
2455100.618641; 0.97300; 0.00059
2455100.619115; 0.97282; 0.00059
2455100.619590; 0.97287; 0.00059
2455100.620064; 0.97345; 0.00059
2455100.620539; 0.97208; 0.00059
2455100.621013; 0.97328; 0.00059
2455100.621488; 0.97412; 0.00059
2455100.621962; 0.97422; 0.00059
2455100.622437; 0.97410; 0.00059
2455100.622912; 0.97416; 0.00059
2455100.623386; 0.97428; 0.00059
2455100.623860; 0.97466; 0.00059
2455100.624335; 0.97533; 0.00059
2455100.624810; 0.97515; 0.00059
2455100.625284; 0.97524; 0.00059
2455100.625758; 0.97524; 0.00059
2455100.626233; 0.97444; 0.00059
2455100.626708; 0.97487; 0.00059
2455100.627182; 0.97503; 0.00059
2455100.627657; 0.97555; 0.00059
2455100.628131; 0.97587; 0.00059
2455100.628606; 0.97617; 0.00059
2455100.629080; 0.97733; 0.00059
2455100.629555; 0.97756; 0.00059
2455100.630029; 0.97548; 0.00059
2455100.630504; 0.97640; 0.00059
2455100.630978; 0.97609; 0.00059
2455100.631453; 0.97582; 0.00059
2455100.631927; 0.97690; 0.00059
2455100.632402; 0.97590; 0.00059
2455100.632876; 0.97597; 0.00059
2455100.633351; 0.97737; 0.00059
2455100.633825; 0.97596; 0.00059
2455100.634300; 0.97692; 0.00059
2455100.634775; 0.97622; 0.00059
2455100.635249; 0.97669; 0.00059
2455100.635723; 0.97640; 0.00059
2455100.636198; 0.97750; 0.00059
2455100.636673; 0.97583; 0.00059
2455100.637147; 0.97715; 0.00059
2455100.637622; 0.97858; 0.00059
2455100.638096; 0.97849; 0.00059
2455100.638571; 0.97705; 0.00059
2455100.639046; 0.97845; 0.00059
2455100.639520; 0.97975; 0.00059
2455100.639994; 0.98048; 0.00059
2455100.640469; 0.98098; 0.00059
2455100.640943; 0.98201; 0.00059
2455100.641418; 0.98340; 0.00059
2455100.641893; 0.98414; 0.00059
2455100.642367; 0.98480; 0.00059
2455100.642841; 0.98662; 0.00059
2455100.643316; 0.98768; 0.00059
2455100.643790; 0.98866; 0.00059
2455100.644265; 0.98923; 0.00059
2455100.644739; 0.99081; 0.00059
2455100.645214; 0.99183; 0.00059
2455100.645688; 0.99306; 0.00059
2455100.646163; 0.99394; 0.00059
2455100.646637; 0.99474; 0.00059
2455100.647112; 0.99512; 0.00059
2455100.647586; 0.99629; 0.00059
2455100.648061; 0.99729; 0.00059
2455100.648535; 0.99744; 0.00059
2455100.649012; 0.99813; 0.00059
2455100.649487; 0.99899; 0.00059
2455100.649959; 0.99929; 0.00059
2455100.650436; 1.00137; 0.00059
2455100.650908; 0.99960; 0.00059
2455100.651383; 1.00010; 0.00059
2455100.651857; 1.00001; 0.00059
2455100.652332; 1.00031; 0.00059
2455100.652806; 0.99925; 0.00059
2455100.653281; 0.99973; 0.00059
2455100.653755; 1.00015; 0.00059
2455100.654230; 1.00005; 0.00059
2455100.654705; 0.99980; 0.00059
2455100.655179; 1.00061; 0.00059
2455100.655653; 0.99972; 0.00059
2455100.656128; 1.00064; 0.00059
2455100.656602; 1.00059; 0.00059
2455100.657077; 0.99948; 0.00059
